Location,Accident_Type,Latitude,Longitude,Date,Year,Month,Day,Hour,Minute
Cairo,Pedestrian Accident,24.397928,33.200331,2022-03-12,2022,3,12,18,0
Ismailia,Pedestrian Accident,26.303255,31.423477,2024-01-30,2024,1,30,2,34
Sharm El Sheikh,Collision,25.459815,33.135568,2024-05-16,2024,5,16,15,7
Mansoura,Vehicle Breakdown,30.41538,31.15351,2023-10-28,2023,10,28,9,25
Cairo,Collision,25.288198,34.120052,2021-11-27,2021,11,27,2,53
Port Said,Fire,27.830133,30.05971,2020-03-21,2020,3,21,12,42
Sharm El Sheikh,Fire,28.262941,34.378764,2023-07-15,2023,7,15,22,22
Port Said,Collision,29.966927,31.627902,2021-01-23,2021,1,23,4,2
Sharm El Sheikh,Collision,28.477651,32.557673,2022-09-28,2022,9,28,12,4
Ismailia,Fire,26.497157,34.789723,2024-07-20,2024,7,20,14,1
Cairo,Fire,22.50449,33.726671,2020-03-28,2020,3,28,12,7
Sharm El Sheikh,Vehicle Breakdown,26.125333,33.068467,2024-11-25,2024,11,25,17,9
Mansoura,Overturn,30.323342,29.221266,2020-10-16,2020,10,16,15,41
Cairo,Pedestrian Accident,30.16461,32.710232,2021-05-12,2021,5,12,22,41
Giza,Collision,23.550241,29.299748,2021-09-21,2021,9,21,3,29
Mansoura,Overturn,29.518169,29.383746,2024-08-01,2024,8,1,3,7
Port Said,Vehicle Breakdown,29.192577,30.323435,2024-07-05,2024,7,5,6,27
Aswan,Pedestrian Accident,24.918114,34.85512,2023-03-25,2023,3,25,17,8
Aswan,Overturn,28.878051,32.558512,2021-11-18,2021,11,18,2,7
Luxor,Overturn,28.817951,30.008305,2022-01-27,2022,1,27,17,10
Port Said,Overturn,30.33108,29.244193,2020-07-23,2020,7,23,20,39
Suez,Overturn,22.140673,31.921805,2020-01-14,2020,1,14,0,11
Alexandria,Vehicle Breakdown,29.982236,31.497333,2024-07-11,2024,7,11,15,44
Giza,Overturn,23.287791,30.625698,2022-07-11,2022,7,11,13,15
Giza,Vehicle Breakdown,28.225062,32.577632,2024-01-08,2024,1,8,15,39
Alexandria,Fire,25.130682,29.02742,2021-04-27,2021,4,27,6,7
Ismailia,Collision,27.570288,34.176386,2023-01-10,2023,1,10,16,14
Port Said,Overturn,24.487839,30.162314,2024-06-19,2024,6,19,4,43
Port Said,Pedestrian Accident,23.586914,33.020856,2020-03-29,2020,3,29,1,41
Aswan,Fire,23.886308,30.508291,2023-06-17,2023,6,17,14,2
Alexandria,Collision,30.323752,30.055326,2024-05-27,2024,5,27,0,31
Ismailia,Collision,22.637735,30.411799,2022-06-29,2022,6,29,18,37
Aswan,Pedestrian Accident,23.788763,33.061115,2021-10-29,2021,10,29,7,49
Alexandria,Fire,24.050039,30.42271,2022-04-24,2022,4,24,6,24
Sharm El Sheikh,Collision,26.238912,31.906446,2024-12-28,2024,12,28,13,9
Sharm El Sheikh,Vehicle Breakdown,26.094918,31.323982,2020-10-06,2020,10,6,14,46
Sharm El Sheikh,Fire,30.780003,30.213265,2020-09-17,2020,9,17,1,44
Mansoura,Collision,24.525437,29.666656,2022-08-11,2022,8,11,14,26
Giza,Fire,23.978682,30.770969,2020-11-17,2020,11,17,20,39
Giza,Vehicle Breakdown,30.731223,34.130024,2020-06-26,2020,6,26,13,54
Ismailia,Pedestrian Accident,29.759791,30.298656,2022-08-27,2022,8,27,14,17
Cairo,Pedestrian Accident,28.62561,30.479925,2021-11-01,2021,11,1,13,37
Sharm El Sheikh,Vehicle Breakdown,30.516271,34.482528,2020-01-11,2020,1,11,13,2
Cairo,Pedestrian Accident,28.601287,32.025298,2022-05-21,2022,5,21,16,25
Port Said,Collision,26.071972,30.443069,2023-02-17,2023,2,17,0,44
Suez,Overturn,23.194408,30.774743,2023-08-19,2023,8,19,2,1
Port Said,Fire,23.456226,31.755697,2023-03-14,2023,3,14,23,37
Cairo,Pedestrian Accident,26.173846,29.831743,2023-12-11,2023,12,11,12,11
Aswan,Pedestrian Accident,28.335119,29.008182,2023-07-08,2023,7,8,2,24
Aswan,Vehicle Breakdown,22.294428,31.555414,2021-07-06,2021,7,6,22,39
Ismailia,Vehicle Breakdown,29.150309,33.726151,2020-06-14,2020,6,14,19,56
Aswan,Collision,26.632628,34.460025,2022-01-15,2022,1,15,1,7
Suez,Fire,26.188176,29.245246,2022-01-20,2022,1,20,5,41
Ismailia,Collision,27.046824,33.641453,2020-10-10,2020,10,10,10,15
Ismailia,Collision,27.841346,33.42428,2024-03-20,2024,3,20,18,55
Sharm El Sheikh,Overturn,24.884174,34.387598,2022-10-28,2022,10,28,21,27
Luxor,Collision,22.570323,31.071359,2022-09-22,2022,9,22,16,33
Alexandria,Pedestrian Accident,28.388428,33.06985,2022-12-27,2022,12,27,9,28
Mansoura,Fire,29.199135,34.672192,2024-07-14,2024,7,14,2,12
Port Said,Collision,22.721534,34.387675,2021-08-13,2021,8,13,2,6
Giza,Fire,23.008221,29.887724,2020-11-04,2020,11,4,6,33
Cairo,Fire,25.74883,33.09442,2020-09-27,2020,9,27,15,22
Suez,Pedestrian Accident,28.639383,29.128894,2021-01-22,2021,1,22,2,1
Sharm El Sheikh,Vehicle Breakdown,27.802048,31.47015,2021-12-03,2021,12,3,20,41
Aswan,Pedestrian Accident,27.340215,33.181181,2024-09-20,2024,9,20,17,28
Port Said,Fire,27.105265,34.389692,2021-09-19,2021,9,19,5,50
Luxor,Overturn,26.358188,34.824344,2024-04-25,2024,4,25,1,9
Aswan,Fire,26.103339,29.998178,2020-11-25,2020,11,25,22,34
Luxor,Overturn,30.758855,34.03599,2023-11-19,2023,11,19,21,50
Giza,Overturn,24.141148,29.246909,2021-10-10,2021,10,10,18,8
Port Said,Fire,25.327049,30.230932,2023-12-19,2023,12,19,1,42
Aswan,Fire,23.331498,31.690575,2020-11-28,2020,11,28,17,19
Alexandria,Collision,25.641061,31.996501,2020-10-24,2020,10,24,14,59
Aswan,Overturn,22.038649,33.43097,2022-11-05,2022,11,5,10,41
Luxor,Pedestrian Accident,30.063797,34.817633,2024-03-24,2024,3,24,18,42
Giza,Vehicle Breakdown,28.556894,34.533753,2021-11-24,2021,11,24,22,7
Port Said,Collision,23.25481,32.30576,2021-09-22,2021,9,22,0,25
Mansoura,Overturn,26.013754,29.554887,2020-04-22,2020,4,22,19,41
Sharm El Sheikh,Vehicle Breakdown,26.737905,33.6877,2024-04-20,2024,4,20,8,12
Cairo,Collision,26.845711,31.672748,2023-10-07,2023,10,7,2,32
Suez,Overturn,26.414188,32.619031,2022-11-13,2022,11,13,1,58
Aswan,Pedestrian Accident,23.331513,34.122824,2022-01-27,2022,1,27,12,23
Cairo,Fire,25.104282,30.848512,2022-07-01,2022,7,1,17,5
Sharm El Sheikh,Pedestrian Accident,28.673749,31.493659,2022-06-25,2022,6,25,9,10
Suez,Pedestrian Accident,23.256109,32.52308,2020-06-25,2020,6,25,4,13
Luxor,Pedestrian Accident,30.895442,32.151806,2021-11-17,2021,11,17,2,59
Mansoura,Pedestrian Accident,22.796035,31.456764,2021-07-13,2021,7,13,13,11
Ismailia,Pedestrian Accident,28.392223,33.531462,2020-10-07,2020,10,7,6,11
Suez,Fire,26.984802,29.253397,2024-08-19,2024,8,19,9,53
Mansoura,Fire,26.446904,33.439136,2021-04-04,2021,4,4,0,50
Cairo,Overturn,24.364093,34.73616,2024-09-04,2024,9,4,20,30
Alexandria,Fire,25.754411,31.951319,2023-11-09,2023,11,9,20,15
Cairo,Collision,28.882465,31.958301,2020-05-16,2020,5,16,19,47
Aswan,Vehicle Breakdown,26.324373,31.616411,2021-06-12,2021,6,12,20,43
Port Said,Collision,25.35882,33.397744,2020-02-05,2020,2,5,8,10
Mansoura,Collision,23.315234,31.766264,2023-11-20,2023,11,20,4,22
Giza,Collision,24.454033,31.517084,2021-12-30,2021,12,30,1,18
Luxor,Vehicle Breakdown,27.750519,29.46096,2021-01-31,2021,1,31,20,11
Alexandria,Vehicle Breakdown,28.773657,32.262274,2024-11-21,2024,11,21,10,52
Luxor,Fire,28.168993,33.13008,2020-07-15,2020,7,15,17,37
Aswan,Overturn,22.116079,32.109024,2022-02-02,2022,2,2,15,26
Aswan,Overturn,22.921761,29.927329,2021-03-28,2021,3,28,6,50
Ismailia,Vehicle Breakdown,28.206875,34.714971,2024-09-28,2024,9,28,17,45
Ismailia,Collision,25.756116,34.496187,2020-08-26,2020,8,26,4,59
Cairo,Pedestrian Accident,25.133889,33.146304,2020-10-11,2020,10,11,14,56
Mansoura,Vehicle Breakdown,28.872306,31.052271,2023-12-24,2023,12,24,9,1
Alexandria,Overturn,23.15843,33.165465,2023-11-10,2023,11,10,7,19
Giza,Overturn,23.171964,29.47163,2023-11-15,2023,11,15,3,4
Cairo,Pedestrian Accident,28.816006,29.255102,2020-08-08,2020,8,8,1,50
Ismailia,Vehicle Breakdown,22.533387,29.713533,2021-06-02,2021,6,2,1,4
Luxor,Collision,28.790952,33.694225,2023-05-17,2023,5,17,6,37
Sharm El Sheikh,Overturn,28.035406,29.175555,2020-10-25,2020,10,25,23,17
Mansoura,Fire,25.169829,34.130828,2024-05-18,2024,5,18,23,39
Sharm El Sheikh,Vehicle Breakdown,27.132118,29.594634,2023-03-30,2023,3,30,0,33
Sharm El Sheikh,Overturn,30.678374,30.030641,2024-03-24,2024,3,24,17,0
Alexandria,Overturn,30.284295,34.107781,2022-08-30,2022,8,30,11,44
Mansoura,Overturn,25.956992,34.746486,2021-01-05,2021,1,5,11,24
Suez,Overturn,26.628259,31.445468,2024-04-08,2024,4,8,10,7
Port Said,Collision,26.677548,31.974896,2022-01-09,2022,1,9,22,18
Ismailia,Collision,22.740232,31.962277,2022-02-27,2022,2,27,9,29
Mansoura,Fire,28.183419,34.046541,2021-04-07,2021,4,7,17,26
Luxor,Pedestrian Accident,23.699065,29.417655,2024-09-18,2024,9,18,15,43
Aswan,Overturn,22.115073,33.044953,2023-10-08,2023,10,8,3,25
Port Said,Vehicle Breakdown,27.926934,29.510035,2020-10-20,2020,10,20,12,25
Mansoura,Collision,28.672889,34.354566,2020-12-11,2020,12,11,2,23
Sharm El Sheikh,Fire,23.802371,34.064177,2022-04-07,2022,4,7,3,14
Suez,Pedestrian Accident,24.506665,33.280963,2023-04-06,2023,4,6,18,17
Suez,Fire,26.282437,32.618993,2022-04-08,2022,4,8,15,32
Luxor,Overturn,28.911996,29.64822,2021-05-28,2021,5,28,15,31
Sharm El Sheikh,Overturn,22.267512,33.42679,2024-08-27,2024,8,27,2,31
Cairo,Overturn,25.443697,33.075226,2020-11-08,2020,11,8,9,39
Mansoura,Collision,28.841543,32.966484,2022-11-30,2022,11,30,15,50
Port Said,Overturn,24.642066,31.987394,2022-10-30,2022,10,30,8,34
Aswan,Vehicle Breakdown,26.91958,34.715483,2020-03-05,2020,3,5,13,56
Alexandria,Pedestrian Accident,26.05104,34.117246,2022-06-25,2022,6,25,14,2
Cairo,Overturn,27.009999,34.162164,2021-09-12,2021,9,12,22,10
Port Said,Pedestrian Accident,23.210394,33.294339,2022-09-25,2022,9,25,3,36
Port Said,Vehicle Breakdown,28.168368,32.433261,2022-09-01,2022,9,1,17,54
Giza,Vehicle Breakdown,22.501634,30.580346,2023-04-25,2023,4,25,12,39
Aswan,Fire,24.884345,29.168882,2020-04-02,2020,4,2,4,53
Aswan,Fire,29.285981,32.503802,2024-04-16,2024,4,16,20,21
Suez,Collision,25.853334,34.951673,2022-04-23,2022,4,23,11,3
Sharm El Sheikh,Overturn,24.111599,30.872597,2020-06-22,2020,6,22,22,4
Luxor,Collision,25.038348,29.118272,2021-10-29,2021,10,29,1,29
Suez,Vehicle Breakdown,26.632838,31.527036,2020-02-11,2020,2,11,22,30
Mansoura,Collision,30.871883,31.266426,2022-03-10,2022,3,10,10,36
Alexandria,Pedestrian Accident,22.90051,33.050668,2021-11-19,2021,11,19,15,32
Aswan,Overturn,27.533451,31.180006,2022-06-11,2022,6,11,6,31
Alexandria,Vehicle Breakdown,23.926721,30.590931,2021-08-31,2021,8,31,18,25
Sharm El Sheikh,Vehicle Breakdown,28.685992,29.551747,2024-09-24,2024,9,24,18,6
Mansoura,Fire,24.460284,32.39857,2022-12-23,2022,12,23,15,27
Sharm El Sheikh,Fire,29.160866,32.909221,2021-09-10,2021,9,10,16,51
Luxor,Pedestrian Accident,27.97111,30.880118,2022-04-28,2022,4,28,12,16
Mansoura,Vehicle Breakdown,26.079057,33.580653,2021-01-04,2021,1,4,0,40
Ismailia,Overturn,27.19159,30.277717,2024-08-14,2024,8,14,23,29
Luxor,Vehicle Breakdown,29.280401,34.116648,2022-06-07,2022,6,7,18,46
Cairo,Vehicle Breakdown,23.805832,31.77492,2021-05-07,2021,5,7,4,47
Luxor,Pedestrian Accident,25.692342,34.161116,2020-05-11,2020,5,11,20,13
Suez,Fire,29.413396,32.876256,2021-06-09,2021,6,9,21,38
Sharm El Sheikh,Pedestrian Accident,24.146351,29.899773,2020-02-26,2020,2,26,7,51
Luxor,Pedestrian Accident,26.368441,34.947759,2022-05-14,2022,5,14,20,57
Cairo,Overturn,23.434226,29.818584,2021-06-13,2021,6,13,8,42
Ismailia,Overturn,27.798644,29.253394,2024-01-19,2024,1,19,15,50
Cairo,Collision,29.736256,29.503577,2023-05-17,2023,5,17,9,55
Alexandria,Pedestrian Accident,30.070959,33.030032,2024-12-18,2024,12,18,2,25
Giza,Overturn,23.007391,33.406882,2020-09-04,2020,9,4,16,42
Mansoura,Vehicle Breakdown,24.266273,34.307389,2021-05-02,2021,5,2,19,7
Aswan,Fire,29.491007,33.423418,2024-07-08,2024,7,8,23,47
Sharm El Sheikh,Pedestrian Accident,23.962075,29.640884,2021-03-14,2021,3,14,8,28
Suez,Fire,29.766099,29.335552,2022-12-28,2022,12,28,11,44
Alexandria,Fire,26.911705,31.849125,2021-05-19,2021,5,19,8,56
Giza,Fire,26.276996,31.206436,2021-09-23,2021,9,23,0,41
Mansoura,Collision,29.573257,32.973341,2020-04-21,2020,4,21,22,58
Sharm El Sheikh,Fire,26.974551,30.855611,2023-12-05,2023,12,5,11,57
Alexandria,Vehicle Breakdown,29.802576,34.145883,2022-03-06,2022,3,6,0,58
Suez,Fire,24.707993,34.617934,2024-03-29,2024,3,29,7,19
Sharm El Sheikh,Overturn,30.243017,32.788116,2024-12-06,2024,12,6,20,26
Cairo,Fire,29.798001,33.939187,2022-10-03,2022,10,3,15,47
Suez,Fire,28.456474,34.260567,2024-08-06,2024,8,6,3,52
Giza,Fire,26.557011,31.111138,2023-05-18,2023,5,18,23,52
Ismailia,Fire,26.079356,29.164105,2020-04-16,2020,4,16,20,41
Giza,Pedestrian Accident,29.119174,29.816553,2022-03-31,2022,3,31,6,40
Luxor,Fire,27.182284,29.664969,2021-05-26,2021,5,26,16,45
Giza,Vehicle Breakdown,28.17178,33.755854,2021-10-16,2021,10,16,14,30
Giza,Fire,23.561311,32.558122,2021-11-01,2021,11,1,9,12
Alexandria,Pedestrian Accident,25.308396,31.360965,2022-02-11,2022,2,11,18,14
Cairo,Collision,30.308011,32.88264,2023-07-07,2023,7,7,7,58
Alexandria,Pedestrian Accident,23.784396,33.207567,2020-12-11,2020,12,11,1,25
Mansoura,Pedestrian Accident,27.403535,29.895507,2022-01-23,2022,1,23,5,36
Alexandria,Collision,28.467251,31.610952,2022-07-18,2022,7,18,21,31
Alexandria,Overturn,28.422073,30.143265,2024-10-31,2024,10,31,8,18
Port Said,Pedestrian Accident,23.171794,34.138026,2023-05-13,2023,5,13,6,52
Luxor,Overturn,25.764979,31.451145,2020-10-25,2020,10,25,0,18
Luxor,Overturn,27.559122,34.443969,2022-01-27,2022,1,27,18,43
Port Said,Collision,22.092882,29.79923,2021-10-24,2021,10,24,22,25
Sharm El Sheikh,Pedestrian Accident,28.376078,33.416625,2021-06-08,2021,6,8,2,6
Ismailia,Collision,22.469014,34.586388,2022-08-22,2022,8,22,11,38
Mansoura,Collision,22.048249,32.027252,2022-02-19,2022,2,19,9,25
Aswan,Overturn,30.71252,32.357362,2023-04-03,2023,4,3,5,16
Giza,Vehicle Breakdown,26.435558,31.03506,2022-08-16,2022,8,16,4,5
Aswan,Vehicle Breakdown,25.896367,30.562436,2021-10-03,2021,10,3,1,8
Port Said,Fire,28.73041,34.557422,2021-08-02,2021,8,2,8,39
Luxor,Vehicle Breakdown,24.817093,34.356031,2021-10-08,2021,10,8,23,31
Giza,Vehicle Breakdown,29.677303,32.944517,2024-06-22,2024,6,22,14,3
Sharm El Sheikh,Overturn,22.491105,30.098848,2022-08-21,2022,8,21,8,10
Port Said,Pedestrian Accident,23.044216,34.371051,2022-10-10,2022,10,10,1,28
Aswan,Vehicle Breakdown,26.366796,31.957931,2024-09-28,2024,9,28,23,55
Giza,Collision,25.146439,30.222402,2021-08-04,2021,8,4,5,53
Giza,Vehicle Breakdown,29.403146,32.379484,2023-09-20,2023,9,20,18,13
Mansoura,Collision,26.734139,32.424727,2022-05-02,2022,5,2,2,15
Port Said,Collision,29.986309,29.155773,2023-10-27,2023,10,27,21,7
Suez,Fire,27.313046,34.707319,2024-09-10,2024,9,10,10,9
Cairo,Collision,26.142099,33.24624,2022-09-09,2022,9,9,14,40
Luxor,Vehicle Breakdown,27.922057,30.976562,2020-03-30,2020,3,30,20,39
Port Said,Fire,30.526766,34.998927,2024-06-20,2024,6,20,18,8
Sharm El Sheikh,Collision,29.214022,30.697724,2024-06-22,2024,6,22,1,47
Alexandria,Vehicle Breakdown,30.567102,31.288346,2022-03-27,2022,3,27,8,11
Sharm El Sheikh,Pedestrian Accident,22.802695,34.114075,2020-11-29,2020,11,29,12,49
Suez,Fire,27.824512,34.726595,2020-11-11,2020,11,11,3,19
Port Said,Pedestrian Accident,28.623004,34.530199,2023-11-03,2023,11,3,19,8
Aswan,Collision,29.488476,32.075919,2022-09-29,2022,9,29,14,56
Suez,Pedestrian Accident,24.416315,32.602044,2020-07-03,2020,7,3,13,51
Aswan,Vehicle Breakdown,23.677202,32.784118,2020-07-09,2020,7,9,1,32
Aswan,Pedestrian Accident,28.08796,32.885664,2024-01-01,2024,1,1,4,59
Port Said,Vehicle Breakdown,27.666036,32.148067,2021-08-18,2021,8,18,14,27
Alexandria,Pedestrian Accident,24.703539,34.905117,2023-11-02,2023,11,2,9,53
Sharm El Sheikh,Vehicle Breakdown,25.849586,32.411214,2023-02-02,2023,2,2,2,58
Cairo,Vehicle Breakdown,22.96869,31.549481,2020-07-12,2020,7,12,14,42
Mansoura,Fire,25.199119,32.513407,2024-04-23,2024,4,23,16,1
Alexandria,Pedestrian Accident,23.61597,30.093249,2022-03-15,2022,3,15,1,5
Suez,Fire,24.825517,33.344568,2024-03-31,2024,3,31,21,28
Mansoura,Fire,25.072009,34.508672,2024-07-16,2024,7,16,5,13
Giza,Collision,28.723264,32.624317,2024-11-20,2024,11,20,21,6
Suez,Vehicle Breakdown,22.161237,31.369603,2020-01-28,2020,1,28,5,41
Port Said,Pedestrian Accident,28.226256,34.212683,2024-03-04,2024,3,4,19,46
Port Said,Fire,27.566494,34.843531,2022-01-08,2022,1,8,22,43
Suez,Fire,22.788716,29.810684,2021-01-25,2021,1,25,3,52
Cairo,Overturn,29.731108,30.255377,2023-08-21,2023,8,21,4,41
Sharm El Sheikh,Pedestrian Accident,29.578807,34.149136,2023-01-08,2023,1,8,6,5
Luxor,Pedestrian Accident,23.333491,31.531275,2020-08-26,2020,8,26,5,57
Giza,Pedestrian Accident,30.674802,31.828935,2024-10-26,2024,10,26,14,37
Sharm El Sheikh,Overturn,24.653483,33.976705,2022-03-13,2022,3,13,1,21
Cairo,Collision,27.673689,33.278557,2022-05-01,2022,5,1,15,47
Mansoura,Vehicle Breakdown,28.579707,34.994158,2020-03-16,2020,3,16,15,25
Port Said,Vehicle Breakdown,27.319353,32.668972,2023-10-21,2023,10,21,15,14
Cairo,Vehicle Breakdown,22.171177,32.45842,2023-02-07,2023,2,7,2,17
Suez,Pedestrian Accident,23.052467,32.73618,2023-08-16,2023,8,16,11,28
Suez,Collision,23.452001,33.357255,2022-08-19,2022,8,19,11,28
Sharm El Sheikh,Vehicle Breakdown,23.977321,34.454421,2021-11-25,2021,11,25,19,54
Port Said,Overturn,29.948561,33.33797,2022-03-10,2022,3,10,13,53
Aswan,Pedestrian Accident,29.197796,34.067188,2023-06-27,2023,6,27,6,18
Alexandria,Pedestrian Accident,23.161869,30.196905,2023-05-25,2023,5,25,15,6
Suez,Pedestrian Accident,24.732867,30.256598,2020-04-06,2020,4,6,0,22
Luxor,Fire,28.092351,30.048289,2024-10-26,2024,10,26,16,2
Alexandria,Fire,25.875584,32.705378,2020-09-04,2020,9,4,17,14
Port Said,Fire,30.942965,33.709315,2024-04-24,2024,4,24,1,49
Ismailia,Fire,30.066859,34.120449,2024-11-24,2024,11,24,16,38
Alexandria,Collision,30.339689,31.62696,2022-07-25,2022,7,25,3,6
Mansoura,Vehicle Breakdown,29.039406,34.684301,2024-08-13,2024,8,13,17,2
Ismailia,Collision,23.503417,29.708356,2021-02-24,2021,2,24,11,10
Luxor,Pedestrian Accident,28.857682,31.990346,2024-11-17,2024,11,17,3,9
Aswan,Fire,29.372447,29.737901,2021-02-17,2021,2,17,14,26
Cairo,Overturn,29.51332,31.84198,2021-08-10,2021,8,10,16,10
Alexandria,Fire,25.351927,33.529071,2022-01-08,2022,1,8,20,42
Sharm El Sheikh,Overturn,28.778856,32.177902,2024-05-31,2024,5,31,7,8
Suez,Pedestrian Accident,30.262181,34.388392,2024-10-11,2024,10,11,16,50
Aswan,Collision,25.983208,33.620911,2024-01-09,2024,1,9,16,4
Alexandria,Fire,24.833241,34.89167,2020-12-02,2020,12,2,13,3
Suez,Collision,27.941586,32.848795,2023-03-22,2023,3,22,1,40
Ismailia,Fire,25.773748,34.314697,2023-12-06,2023,12,6,17,55
Luxor,Fire,30.183078,29.047413,2021-07-26,2021,7,26,16,39
Giza,Pedestrian Accident,26.015701,30.230801,2023-01-19,2023,1,19,19,50
Mansoura,Pedestrian Accident,28.277239,34.326049,2024-05-19,2024,5,19,20,25
Sharm El Sheikh,Fire,22.758528,32.224601,2022-03-09,2022,3,9,23,46
Giza,Vehicle Breakdown,30.927316,30.703567,2020-07-09,2020,7,9,16,35
Luxor,Vehicle Breakdown,25.06638,32.814113,2020-02-17,2020,2,17,0,56
Ismailia,Vehicle Breakdown,24.328212,33.993374,2021-09-14,2021,9,14,23,27
Ismailia,Collision,28.587875,34.049501,2021-06-15,2021,6,15,20,32
Aswan,Collision,22.429596,32.905775,2020-09-12,2020,9,12,14,19
Mansoura,Collision,26.078324,34.897703,2024-07-07,2024,7,7,23,37
Mansoura,Vehicle Breakdown,29.600462,30.403027,2021-09-04,2021,9,4,9,42
Mansoura,Overturn,28.429159,32.118,2021-05-22,2021,5,22,3,20
Ismailia,Vehicle Breakdown,23.732997,33.671297,2022-07-19,2022,7,19,3,9
Suez,Pedestrian Accident,22.737524,29.373162,2024-12-24,2024,12,24,4,30
Sharm El Sheikh,Pedestrian Accident,22.702654,33.060935,2022-04-04,2022,4,4,18,35
Ismailia,Pedestrian Accident,29.848133,32.505823,2023-07-27,2023,7,27,13,28
Port Said,Pedestrian Accident,29.414306,29.866077,2020-09-17,2020,9,17,15,45
Port Said,Overturn,30.712286,32.079113,2022-12-19,2022,12,19,3,44
Sharm El Sheikh,Pedestrian Accident,26.2602,33.478978,2023-02-18,2023,2,18,11,58
Alexandria,Vehicle Breakdown,29.67086,29.662017,2022-01-26,2022,1,26,18,18
Cairo,Vehicle Breakdown,23.379741,31.228804,2022-02-05,2022,2,5,9,18
Port Said,Collision,29.120833,29.852839,2023-04-22,2023,4,22,13,3
Luxor,Fire,23.940233,33.91475,2022-09-28,2022,9,28,0,7
Ismailia,Fire,22.608081,29.268095,2022-09-12,2022,9,12,18,19
Mansoura,Pedestrian Accident,30.102586,33.688096,2022-08-31,2022,8,31,23,53
Mansoura,Overturn,28.857561,32.028583,2022-08-01,2022,8,1,14,42
Port Said,Overturn,29.79711,30.951298,2024-06-26,2024,6,26,19,42
Mansoura,Pedestrian Accident,25.485116,34.401467,2021-11-25,2021,11,25,17,2
Port Said,Fire,27.813249,34.195721,2023-12-19,2023,12,19,0,36
Luxor,Vehicle Breakdown,27.806437,32.863485,2020-06-23,2020,6,23,6,39
Ismailia,Vehicle Breakdown,28.818536,34.743757,2022-12-04,2022,12,4,6,48
Port Said,Vehicle Breakdown,30.071779,29.721699,2022-12-25,2022,12,25,5,1
Luxor,Overturn,24.20758,33.233706,2024-12-22,2024,12,22,18,28
Alexandria,Vehicle Breakdown,27.461693,31.410787,2020-04-02,2020,4,2,15,55
Cairo,Fire,25.933157,31.489619,2024-10-26,2024,10,26,16,20
Suez,Fire,22.819226,34.878717,2023-01-14,2023,1,14,5,18
Giza,Overturn,24.299991,29.537771,2021-09-20,2021,9,20,13,43
Giza,Collision,27.530279,30.951744,2020-02-25,2020,2,25,22,3
Luxor,Pedestrian Accident,22.888698,29.854763,2021-10-25,2021,10,25,8,24
Alexandria,Collision,23.823035,33.512802,2023-04-15,2023,4,15,7,31
Ismailia,Vehicle Breakdown,25.465438,29.690488,2020-05-04,2020,5,4,10,29
Ismailia,Pedestrian Accident,22.589124,29.173439,2023-07-21,2023,7,21,7,58
Cairo,Fire,26.986677,32.517036,2020-07-26,2020,7,26,7,48
Ismailia,Overturn,24.741516,31.440476,2020-06-20,2020,6,20,20,32
Sharm El Sheikh,Overturn,25.359747,34.911852,2024-05-20,2024,5,20,7,34
Suez,Vehicle Breakdown,26.065678,29.006006,2022-08-09,2022,8,9,19,18
Giza,Collision,22.541575,34.530864,2021-07-13,2021,7,13,19,16
Suez,Fire,29.581948,30.276525,2024-09-17,2024,9,17,16,18
Cairo,Overturn,28.652647,32.378489,2021-09-07,2021,9,7,2,25
Alexandria,Overturn,28.525664,34.992928,2024-12-03,2024,12,3,13,13
Mansoura,Vehicle Breakdown,30.616755,30.909824,2023-10-28,2023,10,28,10,40
Luxor,Pedestrian Accident,24.457118,32.973662,2021-10-20,2021,10,20,10,13
Port Said,Vehicle Breakdown,24.956115,34.484109,2020-09-30,2020,9,30,20,59
Cairo,Vehicle Breakdown,26.288761,34.40867,2023-10-09,2023,10,9,5,26
Ismailia,Pedestrian Accident,28.862187,32.228789,2024-05-31,2024,5,31,20,41
Alexandria,Vehicle Breakdown,22.278528,33.992503,2023-10-07,2023,10,7,14,43
Alexandria,Fire,30.748351,31.258259,2023-05-16,2023,5,16,11,24
Giza,Collision,23.122875,31.222884,2021-01-30,2021,1,30,14,0
Sharm El Sheikh,Collision,28.825789,33.083326,2023-12-23,2023,12,23,11,12
Alexandria,Vehicle Breakdown,27.627129,33.850487,2021-03-28,2021,3,28,7,31
Aswan,Collision,24.526807,34.427046,2023-12-18,2023,12,18,19,13
Cairo,Overturn,30.858372,32.830617,2020-08-15,2020,8,15,8,36
Ismailia,Pedestrian Accident,23.534294,30.162622,2024-02-22,2024,2,22,18,43
Mansoura,Vehicle Breakdown,23.57976,32.528988,2024-03-07,2024,3,7,2,8
Luxor,Vehicle Breakdown,29.699311,34.286019,2024-02-01,2024,2,1,8,12
Cairo,Vehicle Breakdown,27.530109,33.084082,2024-12-13,2024,12,13,14,0
Suez,Collision,29.684738,30.937996,2024-09-25,2024,9,25,13,17
Alexandria,Vehicle Breakdown,26.199281,31.168831,2024-04-03,2024,4,3,1,56
Sharm El Sheikh,Collision,24.501397,31.520372,2022-07-08,2022,7,8,10,0
Suez,Overturn,25.012352,34.280591,2024-07-12,2024,7,12,0,47
Sharm El Sheikh,Pedestrian Accident,30.619981,34.501971,2021-02-07,2021,2,7,5,21
Luxor,Collision,27.633952,29.580357,2022-09-09,2022,9,9,13,51
