Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Types_of_Junction,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Pedestrian_movement,Cause_of_accident,Accident_severity
9:45:00,Monday,Over 51,Male,Employee,Unknown,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Reversing,Not a Pedestrian,Driving carelessly,Slight Injury
9:45:00,Monday,Unknown,Female,Employee,Unknown,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Reversing,Not a Pedestrian,No priority to vehicle,Slight Injury
10:16:00,Friday,18-30,Male,Employee,No junction,Wet or damp,Daylight,Raining,Rollover,0.0,0.0,Moving Backward,Not a Pedestrian,Changing lane to the right,Slight Injury
8:54:00,Thursday,Over 51,Male,Owner,Y Shape,Wet or damp,Daylight,Other,Rollover,0.0,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
13:00:00,Thursday,18-30,Male,Employee,No junction,Wet or damp,Daylight,Raining,Collision with pedestrians,0.2,0.0,Going straight,Not a Pedestrian,No priority to vehicle,Serious Injury
13:00:00,Thursday,Under 18,Male,Employee,No junction,Wet or damp,Daylight,Raining,Unknown,0.2,0.0,Going straight,Not a Pedestrian,No priority to pedestrian,Serious Injury
17:10:00,Wednesday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
17:10:00,Wednesday,31-50,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
21:00:00,Saturday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,0.0,0.0,Going straight,Not a Pedestrian,Driving under the influence of drugs,Fatal injury
16:13:00,Wednesday,Under 18,Male,Employee,Crossing,Wet or damp,Darkness - lights lit,Cloudy,Collision with pedestrians,0.2,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
16:13:00,Wednesday,31-50,Male,Employee,Crossing,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
17:20:00,Tuesday,18-30,Male,Owner,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
17:20:00,Tuesday,18-30,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Turnover,Not a Pedestrian,No distancing,Slight Injury
22:00:00,Saturday,31-50,Male,Owner,No junction,Wet or damp,Darkness - lights lit,Windy,Collision with roadside objects,0.0,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
7:58:00,Monday,18-30,Male,Employee,No junction,Wet or damp,Daylight,Raining,Unknown,0.2,0.0,Moving Backward,Not a Pedestrian,No distancing,Slight Injury
7:58:00,Monday,18-30,Male,Owner,No junction,Wet or damp,Daylight,Raining,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
20:16:00,Sunday,31-50,Male,Owner,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
20:16:00,Sunday,Unknown,Female,Owner,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Moving Backward,Not a Pedestrian,No priority to vehicle,Slight Injury
20:00:00,Saturday,Over 51,Unknown,Employee,Crossing,Wet or damp,Darkness - lights lit,Other,Collision with roadside objects,0.0,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
18:40:00,Thursday,18-30,Unknown,Employee,No junction,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
16:31:00,Wednesday,31-50,Male,Owner,Unknown,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.0,0.0,Waiting to go,Not a Pedestrian,No distancing,Slight Injury
18:45:00,Tuesday,18-30,Male,Owner,O Shape,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,0.2,0.0,Moving Backward,Not a Pedestrian,Driving carelessly,Serious Injury
18:45:00,Tuesday,18-30,Male,Owner,O Shape,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,0.2,0.0,Moving Backward,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Serious Injury
15:16:00,Monday,18-30,Unknown,Owner,No junction,Wet or damp,Daylight,Cloudy,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
18:35:00,Wednesday,Under 18,Unknown,Owner,No junction,Wet or damp,Darkness - lights lit,Raining,Unknown,0.2,0.2,Unknown,Not a Pedestrian,No distancing,Slight Injury
18:35:00,Wednesday,18-30,Unknown,Owner,No junction,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
20:40:00,Tuesday,31-50,Male,Owner,Y Shape,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.0,0.2,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
20:40:00,Tuesday,31-50,Male,Owner,Y Shape,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.0,0.2,Going straight,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
17:34:00,Monday,31-50,Unknown,Owner,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Moving Backward,Not a Pedestrian,No distancing,Slight Injury
17:34:00,Monday,18-30,Male,Owner,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
20:20:00,Wednesday,18-30,Male,Owner,Crossing,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Serious Injury
22:25:00,Friday,31-50,Male,Owner,No junction,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
22:25:00,Friday,31-50,Male,Employee,No junction,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Driving carelessly,Slight Injury
22:25:00,Friday,18-30,Male,Owner,No junction,Dry,Darkness - lights lit,Normal,Unknown,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
15:10:00,Friday,Over 51,Male,Employee,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Reversing,Not a Pedestrian,No distancing,Slight Injury
17:10:00,Wednesday,31-50,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Changing lane to the right,Slight Injury
17:10:00,Wednesday,18-30,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
6:12:00,Saturday,18-30,Male,Employee,Crossing,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
6:12:00,Saturday,Over 51,Unknown,Employee,Crossing,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Slight Injury
6:12:00,Saturday,Over 51,Male,Employee,Crossing,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
11:05:00,Thursday,Over 51,Male,Employee,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Overloading,Serious Injury
11:05:00,Thursday,18-30,Male,Employee,Y Shape,Wet or damp,Daylight,Normal,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,Driving carelessly,Serious Injury
17:43:00,Wednesday,18-30,Unknown,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Overtaking,Slight Injury
17:43:00,Wednesday,18-30,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Collision with pedestrians,0.2,0.2,Waiting to go,Not a Pedestrian,No distancing,Slight Injury
17:43:00,Wednesday,18-30,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Unknown,0.2,0.2,Going straight,Not a Pedestrian,Overturning,Slight Injury
17:00:00,Friday,31-50,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Collision with roadside objects,0.0,0.0,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
10:07:00,Monday,18-30,Male,Employee,Crossing,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
10:07:00,Monday,Over 51,Male,Employee,Crossing,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No distancing,Slight Injury
10:40:00,Monday,31-50,Male,Employee,Y Shape,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
10:40:00,Monday,31-50,Male,Employee,Y Shape,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
18:40:00,Friday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,No priority to pedestrian,Serious Injury
17:55:00,Saturday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Rollover,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
17:55:00,Saturday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,0.2,0.2,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
17:57:00,Saturday,Over 51,Male,Employee,Crossing,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Serious Injury
17:45:00,Wednesday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,0.0,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
19:40:00,Monday,18-30,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
19:40:00,Monday,31-50,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
21:05:00,Thursday,31-50,Male,Employee,No junction,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.0,0.2,Turnover,Not a Pedestrian,Driving carelessly,Serious Injury
21:05:00,Thursday,31-50,Male,Employee,No junction,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.0,0.2,Reversing,Not a Pedestrian,Driving carelessly,Serious Injury
13:05:00,Monday,Over 51,Unknown,Owner,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Moving Backward,Not a Pedestrian,Changing lane to the right,Slight Injury
13:05:00,Monday,Over 51,Male,Employee,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
4:01:00,Thursday,31-50,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.0,0.0,Moving Backward,Not a Pedestrian,Driving carelessly,Slight Injury
13:53:00,Friday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
13:53:00,Friday,Over 51,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
17:28:00,Thursday,31-50,Male,Employee,Other,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Crossing from driver's nearside,Moving Backward,Serious Injury
12:47:00,Sunday,Over 51,Unknown,Other,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
12:47:00,Sunday,31-50,Male,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
13:43:00,Tuesday,18-30,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Unknown,Not a Pedestrian,No distancing,Slight Injury
13:43:00,Tuesday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
12:29:00,Tuesday,31-50,Male,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.4000000000000001,Unknown,Unknown or other,Changing lane to the right,Slight Injury
12:29:00,Tuesday,18-30,Unknown,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.4000000000000001,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
12:29:00,Tuesday,31-50,Male,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.4000000000000001,Moving Backward,Not a Pedestrian,Changing lane to the right,Slight Injury
12:29:00,Tuesday,31-50,Male,Owner,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.4000000000000001,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
8:27:00,Wednesday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Serious Injury
8:27:00,Wednesday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Rollover,0.4000000000000001,0.0,Moving Backward,Not a Pedestrian,No distancing,Serious Injury
8:27:00,Wednesday,Over 51,Male,Employee,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.4000000000000001,0.0,Going straight,Not a Pedestrian,Moving Backward,Serious Injury
12:05:00,Friday,Over 51,Male,Employee,Y Shape,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,0.4000000000000001,0.0,Turnover,Not a Pedestrian,Driving carelessly,Slight Injury
12:05:00,Friday,Over 51,Male,Employee,Y Shape,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
12:05:00,Friday,31-50,Male,Employee,Y Shape,Wet or damp,Daylight,Windy,Collision with roadside objects,0.4000000000000001,0.0,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
12:51:00,Thursday,31-50,Male,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Unknown,Not a Pedestrian,Changing lane to the right,Slight Injury
12:51:00,Thursday,31-50,Male,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
11:10:00,Sunday,Under 18,Male,Employee,Crossing,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.6000000000000001,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
11:10:00,Sunday,18-30,Male,Employee,Crossing,Wet or damp,Daylight,Normal,Rollover,0.4000000000000001,0.6000000000000001,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
11:10:00,Sunday,31-50,Male,Owner,Crossing,Wet or damp,Daylight,Normal,Rollover,0.4000000000000001,0.6000000000000001,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
11:10:00,Sunday,31-50,Unknown,Employee,Crossing,Wet or damp,Daylight,Normal,Collision with pedestrians,0.4000000000000001,0.6000000000000001,Reversing,Unknown or other,Changing lane to the left,Slight Injury
10:30:00,Monday,Over 51,Male,Employee,No junction,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Driving carelessly,Serious Injury
22:25:00,Thursday,31-50,Male,Employee,Crossing,Dry,Darkness - no lighting,Cloudy,Vehicle with vehicle collision,0.2,0.0,Moving Backward,Not a Pedestrian,No priority to pedestrian,Slight Injury
22:25:00,Thursday,31-50,Male,Employee,Crossing,Dry,Darkness - no lighting,Cloudy,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
17:27:00,Friday,Over 51,Male,Employee,Other,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
17:27:00,Friday,31-50,Male,Employee,Other,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,0.2,0.2,Going straight,Not a Pedestrian,Drunk driving,Slight Injury
12:10:00,Tuesday,Over 51,Male,Employee,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
12:10:00,Tuesday,31-50,Male,Owner,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
8:00:00,Tuesday,Over 51,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.4000000000000001,Turnover,Not a Pedestrian,Driving to the left,Serious Injury
8:00:00,Tuesday,18-30,Male,Owner,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.4000000000000001,0.4000000000000001,Going straight,Not a Pedestrian,Changing lane to the left,Serious Injury
8:00:00,Tuesday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.4000000000000001,Going straight,Not a Pedestrian,Driving under the influence of drugs,Serious Injury
17:00:00,Tuesday,18-30,Male,Owner,No junction,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,0.0,0.0,Moving Backward,Not a Pedestrian,No priority to pedestrian,Serious Injury
17:45:00,Wednesday,Unknown,Female,Owner,Crossing,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
9:57:00,Thursday,31-50,Male,Owner,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
9:57:00,Thursday,Over 51,Male,Employee,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
18:00:00,Friday,31-50,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Other,Not a Pedestrian,Changing lane to the right,Serious Injury
18:00:00,Friday,Unknown,Female,Owner,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No priority to vehicle,Serious Injury
19:00:00,Tuesday,18-30,Unknown,Owner,Y Shape,Wet or damp,Darkness - lights lit,Other,Collision with roadside objects,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
19:00:00,Tuesday,31-50,Male,Owner,Y Shape,Wet or damp,Darkness - lights lit,Other,Collision with roadside objects,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Overtaking,Slight Injury
19:00:00,Tuesday,31-50,Male,Owner,Y Shape,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
19:00:00,Tuesday,31-50,Male,Owner,Y Shape,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
13:05:00,Friday,31-50,Male,Owner,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Overtaking,Serious Injury
13:05:00,Friday,18-30,Unknown,Owner,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,U-Turn,Not a Pedestrian,Overloading,Serious Injury
8:25:00,Wednesday,Over 51,Male,Owner,No junction,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.0,0.0,Moving Backward,Not a Pedestrian,Other,Slight Injury
13:51:00,Tuesday,Under 18,Male,Owner,No junction,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,U-Turn,Not a Pedestrian,No priority to vehicle,Serious Injury
16:10:00,Monday,31-50,Male,Owner,Unknown,Wet or damp,Darkness - lights unlit,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
16:10:00,Monday,31-50,Male,Owner,Unknown,Wet or damp,Darkness - lights unlit,Normal,Vehicle with vehicle collision,0.2,0.2,U-Turn,Not a Pedestrian,Moving Backward,Slight Injury
8:55:00,Thursday,18-30,Male,Owner,Y Shape,Wet or damp,Daylight,Other,Vehicle with vehicle collision,0.2,0.2,Turnover,Not a Pedestrian,Changing lane to the left,Slight Injury
8:55:00,Thursday,Over 51,Male,Employee,Y Shape,Wet or damp,Daylight,Other,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
8:55:00,Thursday,Over 51,Male,Owner,Y Shape,Wet or damp,Daylight,Other,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No distancing,Slight Injury
2:04:00,Thursday,31-50,Unknown,Employee,No junction,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,0.0,0.0,Waiting to go,Not a Pedestrian,No priority to vehicle,Slight Injury
7:30:00,Wednesday,Over 51,Male,Employee,Crossing,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
7:30:00,Wednesday,31-50,Male,Employee,Crossing,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
11:44:00,Wednesday,Over 51,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Moving Backward,Fatal injury
18:15:00,Thursday,Over 51,Male,Employee,Unknown,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Serious Injury
18:15:00,Thursday,Under 18,Male,Employee,Unknown,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.2,0.0,Moving Backward,Not a Pedestrian,No priority to pedestrian,Serious Injury
14:29:00,Saturday,31-50,Male,Employee,Y Shape,Dry,Daylight,Unknown,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
14:29:00,Saturday,18-30,Male,Employee,Y Shape,Dry,Daylight,Unknown,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
2:10:00,Saturday,Unknown,Female,Employee,No junction,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.0,0.0,Moving Backward,Not a Pedestrian,Overtaking,Slight Injury
17:15:00,Wednesday,Over 51,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Unknown,Collision with pedestrians,0.0,0.0,Getting off,Not a Pedestrian,Overloading,Serious Injury
11:29:00,Saturday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.4000000000000001,Reversing,Not a Pedestrian,Changing lane to the right,Slight Injury
11:29:00,Saturday,Over 51,Unknown,Employee,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.4000000000000001,Turnover,Not a Pedestrian,Improper parking,Slight Injury
11:29:00,Saturday,Over 51,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Other,Slight Injury
11:29:00,Saturday,Over 51,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
10:20:00,Sunday,Over 51,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
10:20:00,Sunday,31-50,Unknown,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
10:20:00,Sunday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Overspeed,Slight Injury
18:05:00,Tuesday,31-50,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Rollover,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
18:05:00,Tuesday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,0.2,0.0,Moving Backward,Not a Pedestrian,No priority to vehicle,Slight Injury
13:32:00,Wednesday,Over 51,Male,Employee,O Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Reversing,Not a Pedestrian,Changing lane to the right,Slight Injury
13:32:00,Wednesday,Over 51,Male,Owner,O Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Turnover,Not a Pedestrian,No distancing,Slight Injury
13:32:00,Wednesday,31-50,Unknown,Employee,O Shape,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
15:20:00,Tuesday,18-30,Male,Owner,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
9:51:00,Thursday,Over 51,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
11:50:00,Monday,Unknown,Female,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Not a Pedestrian,Other,Slight Injury
11:50:00,Monday,18-30,Unknown,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
11:50:00,Monday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
10:35:00,Wednesday,Under 18,Male,Employee,No junction,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Driving carelessly,Serious Injury
10:35:00,Wednesday,Under 18,Male,Employee,No junction,Wet or damp,Daylight,Normal,Collision with pedestrians,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the left,Serious Injury
