Location,Accident_Type,Latitude,Longitude,Year,Month,Day,Hour,Minute
Luxor,Severe,26.161393033119204,30.513835453309753,2023.0,8.0,18.0,17.0,0.0
Giza,Minor,29.613994838150905,28.54713134996128,2023.0,6.0,21.0,0.0,0.0
Alexandria,Moderate,24.492764991082964,29.61342092948511,2022.0,6.0,27.0,5.0,0.0
Giza,Minor,24.88937870952939,25.481863242146563,2023.0,8.0,21.0,9.0,0.0
Sharm El Sheikh,Minor,27.293546345645183,31.319616630700835,2021.0,6.0,16.0,10.0,0.0
Giza,Minor,30.85244697287554,31.004173531065284,2023.0,11.0,27.0,4.0,0.0
Luxor,Severe,23.75144988341694,30.479958857102297,2024.0,4.0,7.0,18.0,0.0
Alexandria,Moderate,25.084656746137348,25.37132179205829,2020.0,1.0,21.0,7.0,0.0
Giza,Minor,23.012145036366736,32.3196567598321,2024.0,9.0,17.0,11.0,0.0
Cairo,Minor,23.314571933436746,33.56861960906677,2024.0,5.0,16.0,3.0,0.0
Cairo,Moderate,27.789634176592603,31.5981521838143,2024.0,3.0,,12.0,0.0
Alexandria,Fatal,22.118190153677975,29.104114149289703,2020.0,7.0,23.0,11.0,0.0
Aswan,Fatal,25.633368638980578,29.769853719831247,2022.0,2.0,1.0,0.0,0.0
Aswan,Fatal,26.04624102887073,30.319127676706955,2024.0,8.0,7.0,9.0,0.0
Giza,Severe,28.957052590557225,31.411717098110664,2022.0,5.0,20.0,2.0,0.0
Luxor,Minor,30.192531760867457,25.76480335596783,2021.0,10.0,26.0,0.0,0.0
Luxor,Severe,23.17946743891766,26.75333213403108,2020.0,4.0,14.0,3.0,0.0
Luxor,Fatal,24.19597993040027,25.3759403063048,,2.0,28.0,19.0,0.0
Alexandria,Severe,30.226435259955778,14.672477222291725,,,24.0,10.0,0.0
Alexandria,Fatal,41.83982872369586,32.01344521370729,2024.0,5.0,15.0,5.0,0.0
Alexandria,Fatal,,29.784811626521634,2021.0,10.0,11.0,13.0,0.0
Giza,Fatal,23.958548725554245,31.997152011126342,2021.0,9.0,10.0,8.0,0.0
Alexandria,Minor,23.86060337624646,31.607930605996632,2023.0,2.0,5.0,0.0,0.0
Alexandria,Moderate,28.377141943050184,27.317099578752067,2024.0,8.0,31.0,0.0,0.0
Cairo,Minor,29.084824725917784,32.72314210208023,2023.0,10.0,29.0,3.0,0.0
Cairo,Moderate,29.52272288054935,31.003450439728226,2022.0,8.0,17.0,0.0,0.0
Sharm El Sheikh,Fatal,28.02255573751012,33.820149952442605,2021.0,9.0,28.0,9.0,0.0
Cairo,Fatal,30.480008503483266,34.577275782040175,2024.0,3.0,18.0,3.0,0.0
Luxor,Severe,26.21508916190006,29.290090732181703,2022.0,11.0,25.0,6.0,0.0
Luxor,Severe,27.684107846775564,34.553676067881625,2022.0,4.0,8.0,1.0,0.0
Aswan,Severe,22.931766802272485,31.857587673344526,2022.0,9.0,25.0,9.0,0.0
Aswan,Moderate,31.195649918955763,26.391846260279543,2020.0,10.0,27.0,22.0,0.0
Luxor,Minor,29.37680424230428,29.36378454766043,2020.0,3.0,1.0,2.0,0.0
Aswan,Minor,27.71312654897134,30.164086388699793,2024.0,6.0,25.0,12.0,0.0
Sharm El Sheikh,Fatal,25.923049295919395,32.36486318153584,2020.0,3.0,14.0,20.0,0.0
Cairo,Fatal,24.791697163604745,28.62587395169831,2024.0,5.0,30.0,15.0,0.0
Cairo,Moderate,23.088048515278718,25.423133781735114,2020.0,1.0,12.0,23.0,0.0
Alexandria,Fatal,27.365409677918187,31.074874832049414,2022.0,8.0,7.0,22.0,0.0
Giza,Moderate,27.990385952065257,31.367686994569297,2022.0,11.0,3.0,17.0,0.0
Cairo,Fatal,22.00212075085195,30.391792508873664,2021.0,3.0,26.0,15.0,0.0
Alexandria,Moderate,30.815324398358847,34.61035056052574,2024.0,10.0,12.0,3.0,0.0
Giza,Moderate,28.406218510651488,33.16090288545991,2024.0,1.0,8.0,20.0,0.0
Alexandria,Severe,31.158153641781773,29.134827456000103,,1.0,20.0,10.0,0.0
Cairo,Minor,23.54659797929516,,2023.0,5.0,26.0,14.0,0.0
Giza,Minor,27.836946891230916,29.57290081130265,2022.0,3.0,29.0,16.0,0.0
Alexandria,Moderate,25.49953196318257,29.37444780191589,2023.0,10.0,5.0,18.0,0.0
Giza,Moderate,27.168309310556666,25.869305701425052,2024.0,11.0,24.0,1.0,0.0
Sharm El Sheikh,Moderate,26.82920961793328,34.500621634786306,2021.0,2.0,1.0,15.0,0.0
Luxor,Fatal,27.919842773631512,,2021.0,4.0,10.0,15.0,0.0
Giza,Fatal,26.283625765898865,30.461408321856275,2021.0,3.0,28.0,8.0,0.0
Alexandria,Moderate,23.879024470492283,32.03215067143664,2024.0,2.0,25.0,16.0,0.0
Giza,Fatal,22.36083998759889,31.678359503219117,2023.0,11.0,1.0,14.0,0.0
Cairo,Severe,24.76928160853745,25.859938559549956,2024.0,3.0,2.0,19.0,0.0
Giza,Severe,,31.823482112416272,2021.0,2.0,27.0,4.0,0.0
Aswan,Minor,26.95270566806754,31.447161180251328,2023.0,5.0,8.0,19.0,0.0
Cairo,Moderate,27.547219829116038,34.995817352464755,2022.0,8.0,19.0,3.0,0.0
Luxor,Moderate,28.93412342574403,26.00943602611555,2022.0,8.0,12.0,17.0,0.0
Alexandria,Severe,29.993334879200876,29.439077309356477,2023.0,9.0,14.0,20.0,0.0
Alexandria,Severe,24.372695527535384,26.333834588576092,2020.0,3.0,18.0,2.0,0.0
Cairo,Fatal,30.743910402670878,,2022.0,12.0,18.0,6.0,0.0
Giza,Minor,23.298897729778442,32.30816179353875,2022.0,,26.0,5.0,0.0
Alexandria,Moderate,27.585857486529815,33.25508384437987,2022.0,5.0,9.0,6.0,0.0
Sharm El Sheikh,Fatal,28.751988194184793,32.81686636315684,2020.0,6.0,10.0,19.0,0.0
Luxor,Minor,22.695398443261933,29.810191128465686,2020.0,8.0,24.0,20.0,0.0
Sharm El Sheikh,Moderate,25.320211354523877,12.271490234443021,2021.0,10.0,29.0,13.0,0.0
Sharm El Sheikh,Moderate,22.997848164841837,30.402104965529706,2020.0,2.0,9.0,22.0,0.0
Giza,Fatal,25.242867098526073,10.964194300298711,2020.0,12.0,2.0,3.0,0.0
Luxor,Minor,29.0612515850264,34.34047223890314,2022.0,3.0,23.0,15.0,0.0
Sharm El Sheikh,Moderate,25.12275244367649,32.94739918481907,2021.0,1.0,5.0,6.0,0.0
Aswan,Fatal,27.134588000465833,26.16498215096842,2020.0,8.0,4.0,3.0,0.0
Sharm El Sheikh,Severe,23.426948789120676,26.683824947608596,2020.0,7.0,10.0,9.0,0.0
Aswan,Fatal,,32.61252333512157,2024.0,1.0,9.0,20.0,0.0
Alexandria,Minor,31.15309693028033,29.057373766310857,2020.0,5.0,20.0,13.0,0.0
Sharm El Sheikh,Minor,24.65883953215615,26.540113275504815,,8.0,2.0,9.0,0.0
Alexandria,Fatal,28.812689252322905,29.832482072030746,2020.0,10.0,1.0,3.0,0.0
Luxor,Fatal,30.46769626737649,29.164869137270742,2022.0,5.0,9.0,21.0,
Alexandria,Fatal,28.73698154643033,28.344446609412955,2023.0,3.0,12.0,1.0,0.0
Cairo,Severe,24.064775626670013,34.35900691778207,2023.0,6.0,12.0,4.0,0.0
Sharm El Sheikh,Severe,25.79567636499844,,2023.0,9.0,14.0,7.0,0.0
Aswan,Severe,23.92709419234287,31.380986999729927,,8.0,30.0,8.0,0.0
Giza,Minor,30.66630889878665,32.065743675251966,2024.0,,23.0,9.0,
Cairo,Fatal,22.73645047579032,30.444557459199373,2022.0,12.0,15.0,,0.0
Luxor,Minor,29.127586218416965,31.554963431977573,2024.0,1.0,13.0,14.0,0.0
Sharm El Sheikh,Minor,27.109544267014947,25.021981460955075,2020.0,10.0,10.0,10.0,0.0
Aswan,Fatal,40.06169400727374,32.99643301911488,2020.0,9.0,19.0,7.0,0.0
Aswan,Fatal,22.4936597694786,27.943807607567706,2024.0,10.0,16.0,9.0,0.0
Alexandria,Severe,,,2021.0,6.0,30.0,11.0,0.0
Sharm El Sheikh,Moderate,29.286288235561525,31.84125677798708,2022.0,9.0,28.0,6.0,0.0
Giza,Moderate,28.39777501349429,31.56959359286192,2020.0,8.0,7.0,17.0,0.0
Alexandria,Moderate,22.19506902624619,26.721553212012676,2020.0,10.0,4.0,18.0,0.0
Sharm El Sheikh,Severe,29.333924862585917,33.960357885284346,,11.0,19.0,16.0,0.0
Alexandria,Fatal,41.99129274314761,32.82808278319055,2021.0,12.0,3.0,3.0,0.0
Aswan,Minor,23.568835368997128,29.92296616610991,2020.0,11.0,17.0,2.0,0.0
Luxor,Severe,23.30659941556936,30.37681369478881,2021.0,11.0,3.0,21.0,0.0
Sharm El Sheikh,Moderate,29.646321101412234,31.713997345133542,2022.0,3.0,22.0,11.0,0.0
Aswan,Moderate,26.397623416334596,33.98861350895682,,8.0,1.0,21.0,0.0
Cairo,Moderate,31.231589829248563,26.03430000338132,2022.0,1.0,11.0,1.0,0.0
Alexandria,Fatal,26.277843195192904,31.807032608442206,2021.0,9.0,12.0,18.0,0.0
Cairo,Moderate,26.405528835704914,30.07932096876077,2021.0,,7.0,19.0,0.0
Aswan,Fatal,25.813962508479534,25.069446161131424,2024.0,3.0,7.0,21.0,0.0
Cairo,Severe,29.412966243509405,32.93388633498952,2022.0,2.0,22.0,18.0,0.0
Alexandria,Severe,,34.40289126296553,2023.0,9.0,21.0,17.0,0.0
Alexandria,Moderate,,28.159898359467714,,4.0,16.0,9.0,0.0
Luxor,Fatal,29.0258882456572,30.04614596999237,2023.0,11.0,30.0,1.0,0.0
Luxor,Severe,25.76768292681066,33.58746780430502,2023.0,11.0,2.0,15.0,0.0
Alexandria,Fatal,29.649818991077417,29.003182192190863,2022.0,10.0,4.0,9.0,0.0
Giza,Fatal,25.76113709435422,25.579739459111607,2022.0,9.0,27.0,3.0,0.0
Cairo,Minor,,26.026604964733323,2022.0,2.0,1.0,20.0,0.0
Aswan,Minor,31.26164652136974,31.62872191295307,2024.0,5.0,24.0,20.0,0.0
Alexandria,Severe,25.6569842191861,32.31890850394587,2021.0,3.0,12.0,11.0,0.0
Sharm El Sheikh,Severe,26.941526703371284,34.812213277137246,2020.0,11.0,27.0,3.0,0.0
Alexandria,Minor,22.989701239721427,27.32663628397239,2023.0,10.0,14.0,2.0,0.0
Sharm El Sheikh,Moderate,29.48629158851883,32.86168382185243,2022.0,8.0,24.0,15.0,0.0
Giza,Minor,22.898719719807616,34.19441150804484,2020.0,7.0,6.0,10.0,0.0
Luxor,Moderate,29.601884733370166,31.24674186025544,2021.0,8.0,11.0,9.0,
Sharm El Sheikh,Fatal,22.763391446238646,31.748297382054,2024.0,9.0,30.0,18.0,0.0
Sharm El Sheikh,Severe,30.822303135357195,,2024.0,12.0,14.0,9.0,0.0
Aswan,Minor,26.56046611029636,31.52413402692573,2023.0,5.0,31.0,14.0,0.0
Alexandria,Moderate,29.908040621877316,34.59735233571667,2020.0,8.0,30.0,12.0,0.0
Cairo,Moderate,23.354128684199516,31.941534232243676,2023.0,4.0,5.0,14.0,0.0
Alexandria,Severe,23.364152384696656,30.85131847907091,2020.0,3.0,12.0,,0.0
Aswan,Moderate,29.344226491118057,31.530539800667874,2022.0,12.0,11.0,18.0,0.0
Aswan,Severe,25.83143855150475,33.77307535186159,2023.0,5.0,20.0,18.0,0.0
Aswan,Severe,25.62706794995455,28.929953623527613,2024.0,8.0,10.0,7.0,0.0
Aswan,Minor,22.91759929626872,34.96152317681929,2021.0,2.0,19.0,5.0,0.0
Alexandria,Fatal,25.90591630128809,,2021.0,12.0,17.0,8.0,0.0
Sharm El Sheikh,Minor,24.014334573783852,31.6913876917933,2021.0,12.0,31.0,21.0,0.0
Aswan,Moderate,28.422842237934525,28.74886500114825,2024.0,7.0,,14.0,0.0
Alexandria,Minor,,34.57329910166683,2022.0,1.0,13.0,2.0,0.0
Aswan,Minor,30.916190938825913,29.51348113200914,2020.0,4.0,,20.0,0.0
Giza,Minor,31.17309061659742,26.185384430209798,2024.0,1.0,26.0,22.0,0.0
Alexandria,Minor,29.330761939932792,29.064589512956136,2024.0,12.0,3.0,11.0,0.0
Alexandria,Severe,26.405138444235142,33.53254455799669,2021.0,11.0,11.0,5.0,0.0
Aswan,Minor,29.00382205852342,25.524470668952162,2024.0,10.0,28.0,15.0,0.0
Alexandria,Fatal,40.77637045409618,29.703685278218348,2020.0,1.0,,18.0,0.0
Cairo,Moderate,31.10273127242785,31.09726506195015,2021.0,,5.0,7.0,0.0
Giza,Fatal,23.519469119149367,31.15030962836336,2022.0,7.0,11.0,23.0,0.0
Luxor,Minor,28.45731970297487,33.59217929770342,2022.0,,26.0,1.0,0.0
Sharm El Sheikh,Fatal,27.613988275268916,27.414257651518543,2024.0,1.0,21.0,23.0,0.0
Luxor,Fatal,23.442509996086862,29.61702682779159,2021.0,4.0,3.0,12.0,0.0
Giza,Moderate,22.13434662117425,28.764415767871448,2023.0,3.0,,0.0,0.0
Cairo,Moderate,29.288382643403573,26.334958738976855,2020.0,11.0,25.0,,0.0
Aswan,Fatal,29.1124762570144,29.682952435184287,2024.0,8.0,20.0,17.0,0.0
Aswan,Severe,30.986488849934965,30.13820890364051,2022.0,3.0,17.0,4.0,0.0
Aswan,Moderate,30.367904255208774,14.88783871835174,,4.0,15.0,,0.0
Giza,Fatal,30.089002392466796,34.58677974605777,2022.0,5.0,6.0,20.0,0.0
Cairo,Fatal,30.936260568388803,31.75938581135715,2024.0,11.0,11.0,3.0,0.0
Luxor,Severe,24.09679730194495,,2023.0,6.0,2.0,17.0,0.0
Sharm El Sheikh,Fatal,30.527737069085912,34.11979776856687,2023.0,7.0,8.0,12.0,0.0
Sharm El Sheikh,Moderate,,25.86907262722862,2023.0,4.0,25.0,22.0,0.0
Luxor,Fatal,25.483619600529934,27.928984202933165,2021.0,2.0,18.0,11.0,0.0
Aswan,Fatal,26.643029299174522,27.972740264548904,2024.0,3.0,,16.0,0.0
Luxor,Moderate,,30.476322022228647,2020.0,4.0,17.0,16.0,0.0
Cairo,Fatal,23.50102065154772,28.449296367961765,2022.0,9.0,6.0,,0.0
Sharm El Sheikh,Moderate,27.60179533994173,31.30853057534083,2023.0,12.0,19.0,8.0,0.0
Luxor,Moderate,30.224863932275213,10.426183284306905,2022.0,5.0,14.0,22.0,0.0
Cairo,Severe,,27.664634093218844,2021.0,9.0,19.0,13.0,0.0
Sharm El Sheikh,Moderate,26.39774393708109,25.06493966930817,2022.0,1.0,14.0,17.0,0.0
Aswan,Minor,22.12824344454342,28.13492046515372,2020.0,4.0,4.0,6.0,
Luxor,Minor,22.19966212830177,27.362380732248013,2021.0,3.0,23.0,1.0,0.0
Alexandria,Fatal,22.853209156520606,33.000459973625325,2024.0,11.0,2.0,,0.0
Sharm El Sheikh,Moderate,24.272509809712897,34.662924846052135,,2.0,23.0,4.0,0.0
Luxor,Fatal,28.678831996430187,30.781462697746342,2020.0,12.0,3.0,3.0,0.0
Luxor,Moderate,24.55677726730334,32.33010965844954,2022.0,1.0,25.0,6.0,0.0
Sharm El Sheikh,Moderate,23.31100042673755,26.565606476040237,2024.0,1.0,8.0,18.0,0.0
Alexandria,Severe,27.069815123473973,32.71269347621847,2024.0,12.0,27.0,23.0,0.0
Alexandria,Moderate,29.543272178761733,34.13122204722431,2021.0,9.0,30.0,4.0,0.0
Alexandria,Severe,26.147911818665435,26.5521971032247,2024.0,,28.0,19.0,0.0
Alexandria,Minor,31.36759587591042,,2020.0,11.0,13.0,9.0,0.0
Alexandria,Severe,22.004936672032557,29.576349643170637,2024.0,5.0,13.0,16.0,0.0
Giza,Minor,25.849356153704182,25.13053936378007,2023.0,11.0,2.0,11.0,0.0
Luxor,Moderate,22.93715765428536,25.94126330014122,2022.0,6.0,22.0,,0.0
Aswan,Minor,28.987011040832527,28.191382794141592,2023.0,9.0,14.0,14.0,0.0
Alexandria,Fatal,40.13678306404735,34.882558221891884,2020.0,11.0,15.0,0.0,0.0
Luxor,Moderate,25.0637232072577,31.131796627394884,2021.0,7.0,17.0,16.0,0.0
Luxor,Severe,,27.652811157323562,2022.0,2.0,3.0,22.0,0.0
Luxor,Moderate,25.663783213699475,34.411239861445225,2020.0,2.0,1.0,11.0,0.0
Aswan,Fatal,26.461310821350683,28.04433623827007,2021.0,1.0,4.0,17.0,0.0
Cairo,Fatal,24.584151041646713,25.924406913200116,2020.0,10.0,5.0,10.0,0.0
Aswan,Moderate,22.02865014867495,30.136279628314327,2021.0,2.0,9.0,3.0,0.0
Sharm El Sheikh,Moderate,23.076382727451477,34.17633512811974,2021.0,8.0,19.0,,0.0
Giza,Fatal,25.024891007869805,31.321431725951385,2021.0,11.0,18.0,19.0,0.0
Giza,Minor,22.259850313372393,25.258011598003993,2024.0,7.0,10.0,3.0,0.0
Aswan,Moderate,25.075785142106227,34.71616264118424,2020.0,9.0,,20.0,0.0
Luxor,Fatal,27.39627844750682,31.587827641795208,2023.0,10.0,11.0,3.0,0.0
Cairo,Severe,25.54241769089346,34.343876458530886,2021.0,12.0,5.0,,0.0
Sharm El Sheikh,Minor,23.062265726626908,25.30003093551968,2023.0,3.0,20.0,14.0,0.0
Luxor,Moderate,23.54052257013984,33.56227596317481,2022.0,3.0,12.0,19.0,0.0
Giza,Severe,27.28139555849703,,2023.0,7.0,27.0,18.0,0.0
Sharm El Sheikh,Minor,29.459398155107664,29.913649333627742,2022.0,5.0,21.0,4.0,0.0
Giza,Moderate,24.71023840350966,26.768007959235447,2023.0,4.0,12.0,7.0,0.0
Aswan,Minor,22.308579320353935,28.50680394960399,2023.0,5.0,6.0,17.0,0.0
Sharm El Sheikh,Moderate,30.670819004068147,29.999605169489644,2020.0,3.0,7.0,7.0,0.0
Alexandria,Moderate,29.576124533768397,29.176100935818607,2023.0,,24.0,7.0,0.0
Cairo,Severe,28.311250071195655,33.8677542564623,2023.0,7.0,27.0,23.0,0.0
Alexandria,Fatal,29.94560624562829,31.150213701822018,2024.0,5.0,3.0,1.0,0.0
Alexandria,Fatal,29.840099483364185,31.177286713552192,2021.0,8.0,5.0,1.0,0.0
Cairo,Severe,28.554484611270563,32.06908965305067,2023.0,2.0,2.0,7.0,0.0
Alexandria,Minor,30.272317538472244,30.933814368124818,2024.0,6.0,16.0,17.0,0.0
Sharm El Sheikh,Moderate,24.995162556539693,29.653306055120552,2023.0,6.0,4.0,1.0,0.0
Sharm El Sheikh,Minor,22.143706716238686,34.91637739452642,2024.0,3.0,17.0,10.0,0.0
Aswan,Fatal,23.541264878824702,29.91132908569234,2023.0,12.0,15.0,21.0,0.0
Giza,Moderate,30.102204438463843,11.990050753314769,2021.0,11.0,15.0,17.0,0.0
Sharm El Sheikh,Severe,27.94367369980916,,2020.0,4.0,12.0,18.0,0.0
Cairo,Minor,24.295119368057264,25.42445288956955,2023.0,1.0,17.0,14.0,0.0
Giza,Moderate,23.684274276107995,29.588239338249153,2020.0,9.0,20.0,1.0,0.0
Sharm El Sheikh,Moderate,29.94003147467876,27.170323061969214,2022.0,1.0,17.0,,0.0
Aswan,Moderate,22.517674685806888,33.22761976378155,2024.0,10.0,21.0,15.0,0.0
Sharm El Sheikh,Minor,25.573477455777336,30.378674205858985,2020.0,4.0,26.0,6.0,0.0
Cairo,Severe,25.194804014058175,32.10083748696008,2020.0,9.0,12.0,8.0,0.0
Cairo,Minor,28.507554173554205,25.316876288068823,2024.0,11.0,27.0,5.0,0.0
Giza,Moderate,22.137390968217208,26.842524042248698,2021.0,7.0,4.0,12.0,0.0
Luxor,Fatal,30.47526170305482,30.15672356945303,2021.0,10.0,5.0,7.0,0.0
Sharm El Sheikh,Minor,22.476335555674677,31.995202298329463,2024.0,8.0,22.0,12.0,0.0
Luxor,Fatal,23.10520594000908,32.957840231216444,2021.0,1.0,24.0,9.0,0.0
Aswan,Fatal,40.479953720263396,26.667550771570752,2020.0,3.0,6.0,22.0,0.0
Luxor,Minor,30.044276110563715,32.83499721893996,2021.0,10.0,23.0,11.0,0.0
Alexandria,Minor,31.089785510998073,26.77806328368765,2024.0,,23.0,17.0,0.0
Aswan,Minor,30.53194692604298,28.90016957771878,2023.0,7.0,25.0,15.0,0.0
Alexandria,Fatal,30.435059596954478,27.98234387155801,2021.0,7.0,31.0,14.0,0.0
Alexandria,Minor,22.90839553858411,34.27957749633012,2023.0,6.0,13.0,20.0,0.0
Luxor,Moderate,29.34907337453831,27.82542132257301,2024.0,7.0,11.0,,0.0
Cairo,Fatal,29.781637515076316,33.96351985901234,2021.0,3.0,,2.0,0.0
Alexandria,Minor,28.81729252044126,27.715960849812372,2023.0,2.0,4.0,7.0,0.0
Giza,Moderate,30.26385419199692,27.37198020780309,2021.0,4.0,15.0,2.0,0.0
Sharm El Sheikh,Severe,26.229948472114316,11.486404925676267,2021.0,4.0,,13.0,0.0
Alexandria,Severe,29.449606024226018,29.276394609787115,2022.0,6.0,17.0,19.0,0.0
Alexandria,Severe,28.837488401481195,27.01119798325469,2023.0,11.0,21.0,17.0,0.0
Cairo,Fatal,26.108833544726387,30.576181320648566,2022.0,2.0,14.0,0.0,0.0
Aswan,Fatal,30.818300907045728,28.16146964465321,2022.0,10.0,22.0,21.0,0.0
Luxor,Moderate,22.285436242917985,31.686213094356198,2020.0,1.0,17.0,8.0,0.0
Sharm El Sheikh,Minor,40.560847754165074,25.06350278603233,2023.0,3.0,26.0,12.0,0.0
Sharm El Sheikh,Moderate,27.210815040671804,25.947269902529783,2024.0,10.0,13.0,10.0,0.0
Sharm El Sheikh,Minor,22.729648501466894,27.255949163291035,2022.0,,6.0,0.0,0.0
Sharm El Sheikh,Moderate,24.93161730664082,25.99503822014309,2021.0,10.0,31.0,14.0,0.0
Giza,Severe,24.932746614423003,30.856540924045177,2020.0,1.0,21.0,13.0,0.0
Aswan,Moderate,23.86427628414748,,2021.0,2.0,7.0,18.0,0.0
Alexandria,Fatal,29.42319637842779,25.046882278781442,2021.0,11.0,27.0,21.0,0.0
Sharm El Sheikh,Severe,28.1756552437353,25.675870505172266,2023.0,6.0,20.0,6.0,0.0
Aswan,Fatal,41.02237060900014,,2022.0,3.0,20.0,7.0,0.0
Alexandria,Moderate,27.773690999525012,32.934036615981036,2023.0,8.0,2.0,1.0,0.0
Alexandria,Moderate,30.08351553308872,33.70958346397891,2021.0,7.0,24.0,3.0,0.0
Giza,Fatal,24.21517010818139,27.120553019646085,2023.0,10.0,20.0,,0.0
Luxor,Fatal,25.659009815124442,31.17081258114944,2020.0,2.0,8.0,13.0,0.0
Alexandria,Fatal,29.623855421525505,32.73740852602994,2024.0,11.0,8.0,21.0,0.0
Luxor,Severe,29.85345347912812,30.71382875903372,2022.0,5.0,21.0,6.0,0.0
Luxor,Minor,29.082983700565507,25.397877361212654,2020.0,7.0,21.0,12.0,
Alexandria,Moderate,,32.28097517044349,2021.0,5.0,7.0,7.0,0.0
Luxor,Fatal,24.54913044082721,34.36505414327324,2023.0,4.0,12.0,2.0,0.0
Sharm El Sheikh,Moderate,22.221604219274916,,2024.0,10.0,2.0,0.0,0.0
Giza,Severe,30.213454821899248,26.03489194119537,2023.0,7.0,,,0.0
Aswan,Fatal,23.825882765281314,31.535545545688297,2022.0,11.0,25.0,13.0,0.0
Aswan,Fatal,25.791638815902484,28.31554599033734,2023.0,5.0,22.0,12.0,0.0
Giza,Severe,28.993668951126118,25.371208785826752,2021.0,,10.0,9.0,0.0
Giza,Moderate,23.46730042525364,31.478964798862403,2021.0,11.0,25.0,12.0,0.0
Luxor,Fatal,22.164235885174215,28.619597778093674,2022.0,11.0,,10.0,0.0
Giza,Minor,28.422631208398364,29.132869051104947,2021.0,3.0,14.0,9.0,0.0
Giza,Minor,25.67553943368693,32.67420118585874,,5.0,25.0,4.0,0.0
Giza,Severe,30.329169711730678,32.3049238592408,2021.0,9.0,10.0,11.0,0.0
Giza,Severe,28.609896170478063,27.08943543221009,2024.0,,9.0,13.0,0.0
Cairo,Minor,27.091972502823843,29.432902883089202,2022.0,8.0,23.0,3.0,0.0
Cairo,Severe,31.494663332829347,33.73202453788399,2023.0,7.0,20.0,17.0,0.0
Aswan,Moderate,31.065691102938636,30.154362919585157,2021.0,3.0,1.0,9.0,0.0
Giza,Minor,26.552075623275393,30.67515692658698,2022.0,12.0,31.0,19.0,
Cairo,Moderate,28.813585193992026,26.349944013691267,2022.0,6.0,12.0,23.0,0.0
Giza,Severe,25.80899875941777,,2024.0,12.0,29.0,6.0,0.0
Alexandria,Fatal,27.08735958472044,34.196462239544545,2022.0,7.0,12.0,15.0,
Aswan,Severe,,27.55566916360037,,11.0,21.0,2.0,0.0
Cairo,Minor,29.36308114033925,14.783334065025954,2023.0,10.0,27.0,6.0,0.0
Giza,Severe,30.598466178505213,32.95761596391782,2020.0,10.0,2.0,21.0,0.0
Sharm El Sheikh,Fatal,26.106648646619888,26.409586554397478,2024.0,7.0,12.0,14.0,0.0
Aswan,Severe,23.404443623900782,31.050497853655898,2023.0,10.0,12.0,9.0,0.0
Alexandria,Fatal,22.810931561126438,25.28126367127312,2021.0,2.0,16.0,11.0,0.0
Cairo,Severe,25.124726666348643,32.66724523596253,2022.0,12.0,16.0,10.0,0.0
Giza,Moderate,29.864616692314627,14.612693003580505,2023.0,8.0,12.0,23.0,0.0
Sharm El Sheikh,Minor,22.56767576493687,26.872718145630092,2021.0,8.0,24.0,19.0,0.0
Giza,Fatal,28.039720144690833,32.48223211890727,2022.0,9.0,14.0,13.0,0.0
Giza,Moderate,29.71639421694583,29.624071551552802,2023.0,11.0,1.0,21.0,0.0
Sharm El Sheikh,Fatal,28.547569419164166,31.42728046371533,2021.0,5.0,13.0,12.0,0.0
Alexandria,Moderate,22.76038357332265,29.22329993644263,2020.0,3.0,6.0,6.0,
Cairo,Severe,24.58314325710777,31.5843120870891,2020.0,6.0,26.0,2.0,0.0
Cairo,Moderate,22.21115806619075,30.27957220992238,2022.0,2.0,5.0,20.0,0.0
Sharm El Sheikh,Fatal,,26.71939137428872,2022.0,12.0,4.0,11.0,0.0
Sharm El Sheikh,Minor,28.60832144974397,28.849328293552965,,5.0,3.0,20.0,0.0
Aswan,Moderate,26.21979132594593,32.57892418698966,2023.0,11.0,13.0,19.0,
Giza,Fatal,24.868302172580286,34.51856489951345,2024.0,2.0,1.0,21.0,0.0
Aswan,Minor,25.538074973299114,25.96602110550878,2024.0,3.0,16.0,11.0,0.0
Sharm El Sheikh,Severe,31.20098200439864,34.67904881189438,2021.0,3.0,21.0,8.0,0.0
Giza,Moderate,24.07376511440824,34.17542378454935,2021.0,5.0,7.0,9.0,0.0
Cairo,Moderate,23.22898328395687,33.58833026538095,2021.0,9.0,18.0,15.0,0.0
Giza,Fatal,26.365376807448357,31.83134787080361,,5.0,8.0,2.0,0.0
Cairo,Moderate,24.692443793441345,31.66297751630363,2023.0,8.0,3.0,21.0,0.0
Luxor,Severe,27.55692596041041,33.32005252625031,2024.0,11.0,,23.0,0.0
Luxor,Moderate,28.979326244314773,28.25381457887117,2023.0,4.0,21.0,0.0,0.0
Giza,Minor,31.2794394629873,14.269219846392831,2023.0,2.0,26.0,2.0,0.0
Alexandria,Fatal,30.2557693994746,33.343164307716755,2022.0,,14.0,5.0,0.0
Luxor,Moderate,31.154596684042332,32.622459075237956,2022.0,5.0,3.0,11.0,0.0
Alexandria,Moderate,26.43384280372761,26.168754043638096,2021.0,1.0,8.0,1.0,0.0
Cairo,Minor,22.4593865204014,,2021.0,5.0,11.0,21.0,0.0
Luxor,Moderate,29.999512152697392,30.550393137128626,2023.0,4.0,30.0,22.0,0.0
Giza,Moderate,25.51394169290034,26.507487252385925,2023.0,12.0,3.0,14.0,0.0
Giza,Moderate,28.7113517747397,25.781235843410137,2021.0,9.0,4.0,19.0,0.0
